id,dominio,titulo,invariante,severidad,severidad_original,probabilidad,impacto,evidencia,remediacion,esfuerzo,confianza,revision_adversarial
B-04,B-estructura-leads,"El sobrecupo lo autoriza cualquiera que escriba, y el rastro de quién lo autorizó se borra solo",INV-3,ALTO,,MEDIA,"Se puede meter gente por encima del aforo sin firma de nadie, y después limpiar la prueba de que se hizo con una segunda petición inocua. Queda un aula sobrevendida y ningún nombre al que preguntar.",backend/src/crm/crm.service.ts:3510-3511 y :3505-3527; backend/src/crm/crm.service.ts:1048-1049; backend/src/crm/dto.ts:113-117,"Dos cosas separadas. (1) Exigir un rol de líder para `sobrecupoMotivo`, con la misma mecánica de `conveniosQueCierran`. (2) No poner nunca `sobrecupoPorId`/`sobrecupoMotivo` a NULL desde `asignar`: si hay que retirar un sobrecupo, que sea un acto explícito, con su motivo y su movimiento. Y meter `sobrecupoMotivo` en `CLASE_POR_CAMPO` como FORMACION.",M,CONFIRMADO EN CODIGO,"Esa línea no haría nada. `CLASE_POR_CAMPO` se consulta EXCLUSIVAMENTE dentro de `valoresQueSeVan` (crm.service.ts:1542, :1550, :1561), y `valoresQueSeVan` se llama sólo desde `actualizar` (:1245, :1252), iterando sobre los objetos literales `dePersona` y `deParticipante` (:1181-1208). `sobrecupoMoti || Cuatro citas corridas, una de ellas a otra clase entera. `sobrecupoMotivo` de `CrearParticipanteDto` está en dto.ts:116-121; el de `AsignarFormacionDto` está en :359-365 — dto.ts:412-417 es `ResolverPropuestaDto.aceptados`, que no tiene nada que ver. La lógica de sobrecupo de `crear` está en :972-98"
D-03,D-papelera,"Al borrar el participante, el lead pierde su enlace en silencio (y Fase 0 dice que ese enlace no existe)","INV-7, INV-1",ALTO,,MEDIA,"Se pierde la trazabilidad de origen de la persona: de que anuncio vino, cuanto costo, que campana la trajo. El lead queda en un estado imposible (CONVERTIDO sin ficha) que ninguna consulta detecta. Y al pasar a papelera, si se copia el SetNull, el mismo agujero se hereda.","backend/prisma/schema.prisma:783 (participanteId String? @unique), :789 (onDelete: SetNull) · backend/prisma/migrations/20260828090000_mesa_de_entrada_de_leads/migration.sql (FK ... ON DELETE SET NULL) · contradice docs/arquitectura/00-mapa-actual.md:173-175 y :560-561","Con el archivado, el SetNull deja de dispararse porque ya no hay DELETE: ese es el arreglo de fondo. Aparte y ahora: (1) cambiar la relacion a onDelete: Restrict, coherente con los otros cinco Restrict de Participante (schema.prisma:933-938), para que un borrado accidental aborte en vez de mutilar; (2) anadir un CHECK que impida el estado imposible: CHECK (estado <> 'CONVERTIDO' OR ""participanteId"" IS NOT NULL); (3) corregir docs/arquitectura/00-mapa-actual.md:173-175, porque lo que falta es la relacion LeadEntrante -> Persona, no la de participante.",S,CONFIRMADO EN CODIGO,
D-08,D-papelera,"Habeas data: hay revocacion, no hay supresion, y la unica supresion posible hoy es el borrado fisico","INV-1, INV-3",ALTO,,MEDIA,"Riesgo legal en las dos direcciones a la vez: no poder atender una supresion, o atenderla borrando y perder la prueba de la autorizacion que se dio, que es exactamente lo que politicas.service.ts:190 dice que no puede pasar. Y el plan avisa de que despues cuesta una migracion con datos reales dentro.","backend/src/crm/crm.service.ts:1985-2060 (revocar: existe y esta bien) · backend/src/crm/constancia-de-autorizacion.ts:52-79 (dejar constancia) · backend/src/correo/autorizacion-vigente.ts:49-68 (cuatro estados, distingue REVOCADA de NUNCA) · docs/crm-plan.md:245 («Hace falta una ruta de anonimizacion decidida desde el principio; despues es una migracion con datos reales dentro») · grep -rniE ""anonimi"" backend frontend docs -> esa unica linea","DISENO: la supresion se cumple ANONIMIZANDO Persona, no borrandola, y conservando Participante entero.    Persona:     anonimizadaEn     DateTime?     anonimizadaPorId  String?     anonimizadaMotivo String?   /// «solicitud de supresion, radicado NNNN»  La operacion sobre personas: se sobreescriben los identificadores con marcadores estables -- primerNombre = 'SUPRIMIDO', apellidos igual, correo = null, celular = null, direccion = null, barrio = null, fechaNacimiento = null -- y numeroDocumento se sustituye por un seudonimo irreversible y ESTABLE: sha256(numeroDocumento mas pimienta del servidor), truncado. Estable para que @@unique([tipoDocumentoSepId, numeroDocumento]) (:856) siga cumpliendose y la misma persona no pueda reentrar como nueva; irreversible para que la fila ya no identifique a nadie. Lo que NO se toca, y por eso INV-1 sobrevive: la fila de personas sigue ahi con su id; participantes entero; movimientos_participante; autorizaciones_datos con su revocadaEn, que es la prueba de que hubo autorizacion y de cuando se retiro; registros_auditoria; y valores_anteriores SALVO los de clase SENSIBLE, que ya nacen sin valor (schema.prisma:1894-1897), y salvo los que guarden el nombre o el documento, que hay que pasar a valorAnterior = null con habiaValor = true. LO QUE HAY QUE DECIDIR CON EL DUENO ANTES DE ESCRIBIR CODIGO, porque cambia lo que se le reporta al SENA: si una persona anonimizada puede seguir contando en el reporte del SEP. Mi lectura es que no debe viajar al SEP (el .xlsx lleva cedulas en claro), y por tanto la anonimizacion implica salir de ETAPAS_DEL_REPORTE. Pero eso toca el entregable contractual y NO lo decido yo: ESCALAMIENTO, pregunta obligatoria al dueno del proyecto. Alternativa descartada: borrar la fila de personas con SET NULL en participantes.personaId. Se descarta porque personaId es obligatorio y la relacion es Restrict (:933), y porque dejaria fichas sin sujeto. Alternativa descartada: cifrar el documento en vez de anonimizar. Se descarta porque el cifrado es reversible y la supresion exige que no lo sea. ADR obligatorio: docs/adr/NNNN-supresion-por-anonimizacion.md.",XL,CONFIRMADO EN CODIGO,"La segunda mitad no se cumple, y es el nucleo del diseno. Los dos caminos vivos que crean personas hacen `upsert` por el documento que la persona TECLEA. Si en la fila esta guardado un sha256, el documento tecleado ya no coincide con nada, el upsert cae en `create` y el mismo ser humano vuelve a ent"
E-08,E-calendario,Un fallo en cualquiera de los dos temporizadores del calendario tumba el backend entero,NINGUNO,ALTO,,MEDIA,"Caída del backend completo por un choque entre réplicas al escribir un aviso, o por un corte transitorio de base durante la pasada horaria de Matricula. Además, la excepción aborta el bucle: los grupos que quedaban por revisar en esa pasada no reciben aviso, y como el proceso muere, tampoco lo hace el siguiente ciclo. La Fase 0 ya señaló que estos dos temporizadores arrancan siempre y sin candado; lo que no dice es que además pueden tumbar el proceso.",backend/src/crm/vigia-de-cupos.ts:35-36 y :61-91; backend/src/crm/matricula.ts:36-37; backend/Dockerfile:1,"Envolver las dos llamadas en `.catch(e => this.log.error(e))` — dos líneas, y es lo primero. Dentro de `revisar`, cambiar `findUnique` + `create` por un `upsert` sobre la clave única, que hace la operación atómica y elimina la carrera de raíz. Lo de fondo —que dos réplicas corran los mismos temporizadores— pide un advisory lock de Postgres, y es la misma pieza que hará falta para el resto de lo periódico.",S,CONFIRMADO EN CODIGO,"El P2002 entre réplicas exige dos procesos escribiendo LA MISMA base, y este despliegue no lo produce: dentro de una sede `container_name: reservasae_backend` impide escalar (docker-compose.yml:18, y el propio mapa de Fase 0 lo dice), y entre sedes cada backend escribe en SU PROPIA base —el mapa lo "
F-03,F-reservas,La cancelacion del panel lee la reserva FUERA de la transaccion y decrementa sin el UPDATE condicional,INV-4,ALTO,CRITICO,MEDIA,"Es la misma fuga de cupos de F-02 con una ventana mucho mas ancha -toda la latencia entre la consulta de la 1118 y el candado de la 1155, que incluye el _count de participantes- y sin el UPDATE condicional que en la ruta publica al menos convierte el caso extremo en un 409 legible. En el peor caso el decremento manda el contador por debajo de 0, el CHECK ofertas_cupos_dentro_del_tope aborta la transaccion y al gestor le llega un 500 sin explicacion, con lo que reintentara. Afecta a la ruta que mas se usa a diario: el panel.","backend/src/tableros/tableros.service.ts:1118 (this.prisma, fuera de la transaccion) frente a :1150 (inicio de $transaction) y :1155 (candado) · :1157-1162 (decrement ciego, sin la condicion de reservas.service.ts:373-374) · :1151 (guardia sobre la lectura de fuera) · comparar con la version buena en backend/src/reservas/reservas.service.ts:369-380","Reescribir cancelarReserva para que reutilice las piezas ya probadas de ReservasService en vez de tener su propia copia peor: extraer bloquearOferta y moverContador a un servicio compartido y llamarlos desde aqui, con la lectura de la reserva hecha dentro de la transaccion y con FOR UPDATE. Es tambien la oportunidad de arreglar F-04 y F-09 en el mismo sitio, porque los tres viven en este metodo. Mientras tanto, el minimo indispensable: mover el findFirst de :1118 dentro del $transaction y despues del FOR UPDATE.",M,CONFIRMADO EN CODIGO,"SEVERIDAD Y PROBABILIDAD INFLADAS. La cancelacion del panel NO la puede ejecutar un gestor: tableros.controller.ts:114 lleva `@Roles(RolAdmin.SUPERADMIN)`, y el guardia lo hace cumplir en admin.guard.ts:218-220 (`if (rolesDeCuenta?.length && !rolesDeCuenta.includes(admin.rol)) throw new ForbiddenExc"
F-06,F-reservas,Revivir una reserva cancelada conserva su creadoEn original: se salta la cola de la lista de espera,INV-4,ALTO,,MEDIA,"Injusticia en el reparto, silenciosa y no auditable: quien cancela y vuelve adelanta a quien nunca se fue. Es imposible de detectar leyendo los datos, porque la fila revivida es indistinguible de una original -mismo creadoEn, y canceladaEn se pone a null en :116, borrando la unica huella de que estuvo cancelada. El unico rastro que queda son los MovimientoReserva, que si conservan la CANCELACION anterior, pero nadie los cruza para ordenar la cola. En una oferta con lista de espera larga esto reparte cupos escasos a quien no le tocaba, y el afectado no tiene forma de saberlo ni de reclamarlo.","backend/src/reservas/reservas.service.ts:399 (el FIFO va por creadoEn) · :119-124 (se revive con update, no con create) · :102-117 (el objeto datos no toca creadoEn) · backend/prisma/schema.prisma:290 (creadoEn @default(now()), solo se aplica al INSERT)","Anadir a Reserva una columna enColaDesde DateTime que sea la clave de orden real, y escribirla en cada resurreccion (enColaDesde: new Date() dentro del objeto datos de :102-117) ademas de en la creacion. Ordenar por ella en :399 con desempate por id para las igualdades. Y no borrar canceladaEn al revivir: mover el historial de cancelaciones a una columna aparte o apoyarse en MovimientoReserva, para que la fila diga que estuvo cancelada. La raiz esta en F-11: si el @@unique fuera parcial no habria que revivir nada.",M,CONFIRMADO EN CODIGO,
F-07,F-reservas,"Revivir una reserva cancelada BORRA fisicamente sus respuestas del formulario, desde una ruta publica sin sesion",INV-1,ALTO,,MEDIA,"Se pierde el dato declarado, que es exactamente lo que INV-1 prohibe perder. Y se pierde de la peor manera: sin huella, por una ruta sin sesion, y como efecto colateral de una accion que la empresa vive como «volver a reservar». Si el formulario recogia caracterizacion -y catalogo.ts:116-119 dice que la plantilla de reservas cubre «los datos de quien la diligencio»-, lo que desaparece es informacion de la que depende el reporte. Nadie puede reconstruirla ni sabe que existio.",backend/src/reservas/reservas.service.ts:126-136 (el bloque entero; el deleteMany en :129) · backend/src/reservas/reservas.controller.ts:27-35 (ruta publica sin guard) · backend/prisma/schema.prisma:299 (respuestas Respuesta[] colgando de Reserva),"No borrar: versionar. Anadir a Respuesta una marca de vigencia (vigenteHasta DateTime?) y, al revivir, cerrar las viejas en vez de eliminarlas, con el indice unico parcial WHERE ""vigenteHasta"" IS NULL que es el patron que la casa ya usa en politicas_datos (backend/prisma/migrations/20260814120000_politica_por_destinatario/migration.sql:19-21, senalado en 00-mapa-actual.md:191-201). Es el mismo movimiento que pide INV-2 y no requiere inventar nada nuevo.",M,CONFIRMADO EN CODIGO,"CAUSA RAIZ OMITIDA Y REMEDIACION INCOMPLETA. El deleteMany de reservas.service.ts:129 no es un capricho: Respuesta lleva `@@unique([reservaId, preguntaId])` (schema.prisma:501, creado en migrations/20260729000000_modelo_inicial/migration.sql:317). Sin borrar, el bucle `tx.respuesta.create` de :131-1"
G-09,G-cupos,Censo incompleto: `prueba-carga.ts` escribe el contador en absoluto y cementa el descuadre de la corrida anterior,INV-4,ALTO,,MEDIA,"La oferta mas pequena de la base de desarrollo queda permanentemente llena con cero reservas. Deja de venderse: `crear` manda a todos a LISTA_ESPERA, el catalogo la pinta COMPLETO (catalogo.service.ts:72-73) y `promoverListaDeEspera` calcula `libres = cuposMaximos - cuposOcupados` sobre el contador inflado (reservas.service.ts:390) y no promueve a nadie. Ningun CHECK se queja: el contador sigue dentro de 0..cuposMaximos. Y como el propio guion es la unica prueba de INV-4 que existe, la herramienta que verifica el invariante es la que mas lo rompe.","backend/prisma/prueba-carga.ts:70-71 (borra sin decrementar), :77 (limpia ANTES), :85 (captura el baseline DESPUES), :228-231 (lo reescribe en absoluto), :80-83 (siempre la oferta mas pequena)","Mover `limpiar()` DESPUES de leer la oferta, o —lo correcto— dejar de restaurar por valor capturado y restaurar por RECALCULO: `UPDATE ofertas o SET ""cuposOcupados"" = (SELECT COALESCE(SUM(r.""cuposConfirmados""),0) FROM reservas r WHERE r.""ofertaId"" = o.id AND r.estado <> 'CANCELADA') WHERE o.id = $1`. Y que `limpiar()` cancele antes de borrar, en vez de borrar en frio: hoy hace `deleteMany` sobre `reservas` y `empresas`, que ademas es borrado fisico de entidades de negocio (INV-1) dentro de la unica prueba que se presenta como garantia.",S,CONFIRMADO EN CODIGO,"Dos correcciones. (1) La premisa no existe: 00-mapa-actual.md no contiene ninguna lista de «cuatro escritores en guiones» — las tres unicas menciones a `prueba-carga.ts` son :332, :344 y :420, y las tres lo ELOGIAN («prueba de concurrencia real», «la unica prueba de concurrencia real esta fuera de j"
G-13,G-cupos,La ruta publica de reservas puede dejar a gente inscrita sin cupo; la de admin no,INV-4,ALTO,,MEDIA,"Rompe `COUNT(participantes vivos) <= Reserva.cuposConfirmados` desde una ruta que solo pide el NIT de la empresa, que ademas es publico. Y la gente afectada ya esta citada y en el reporte al SENA: quitarles el cupo por detras no lo nota nadie hasta el aula.",backend/src/reservas/reservas.service.ts:159-220 y :224-268 (sin mirar participantes; grep `participante` sobre el fichero: cero resultados) contra backend/src/tableros/tableros.service.ts:1129-1134 (si lo mira); docs/crm-plan.md:34-35,"En `editar`, dentro de la transaccion y despues de `bloquearOferta` (:173), contar participantes vivos de esa reserva y devolver 409 si la cantidad nueva queda por debajo, con el mensaje de que primero hay que retirar nombres. En `cancelar`, 409 si hay al menos uno vivo. Cuando exista `Reserva.sillasNominadas` (G-05), el CHECK `reservas_nominadas_dentro` lo cierra en la base y estos dos `if` pasan a ser solo el mensaje bueno. Y mover el `_count` de tableros.service.ts:1122 a dentro de la transaccion, despues del candado.",M,CONFIRMADO EN CODIGO,"El invariante que cita de `docs/crm-plan.md:30-36` esta EN CONFLICTO con la regla que el codigo implementa y que una prueba sostiene. `repartirCupos` documenta y ejecuta lo contrario: «una empresa puede inscribir a MAS gente de la que aparto. Esos de mas no salen de su bloque, salen del comun» (cupo"
G-15,G-cupos,El cargue masivo de reservas ademas envenena el aforo de INSCRIPCION y se aplica a medias,INV-4,ALTO,,MEDIA,"Un solo .xlsx puede (a) dejar el cargue a medias sin decir donde se corto y (b) bloquear la inscripcion de una oferta entera sin tocar ni un contador ni disparar ni un CHECK. Y la auditoria no permite reconstruirlo: una fila por lote, sin antes/despues por linea (plantillas.service.ts:407-414).","backend/src/plantillas/plantillas.service.ts:400-405 (for sin transaccion) y :407-414 (una sola fila de auditoria, con accion PARTICIPANTE_EDITADO sobre entidad RESERVA); backend/src/crm/panel-de-cupos.ts:67-76 (apartados = SUM cuposSolicitados); backend/src/crm/cupos.ts:81-82 y :99","Envolver el bucle en una unica `$transaction` interactiva para que sea todo o nada. Enrutar el cambio de `cuposSolicitados` por `ReservasService.editar` en vez de escribir la fila a pelo — asi hereda `bloquearOferta`, `moverContador`, el `MovimientoReserva` y la promocion de lista de espera de una vez, que es todo lo que hoy se salta. Si eso no cabe en el alcance, como minimo marcar `cuposSolicitados` con `soloLectura: true` en plantillas/catalogo.ts:116-146 hasta que este el camino correcto: hoy es la unica columna editable de esa plantilla.",M,CONFIRMADO EN CODIGO,"REFUTADO el punto (2), que es el que sostiene la severidad ALTO. El panel no rechaza por `libres`. `admiteInscripciones` sale de `porQueNo === null` (panel-de-cupos.ts:173) y el motivo `LLENO` se enciende con `cupos.lleno` (:150), que es `inscritosTotales >= total` (cupos.ts:99) — se calcula con INS"
F-10,F-reservas,"Dos guiones borran fisicamente Reservas y Empresas, con su auditoria incluida",INV-1,ALTO,,BAJA,"Perdida irreversible y sin rastro de entidades de negocio: la reserva, la empresa, el historial de cupos y las respuestas del formulario. borrar-reservas.ts es el mas peligroso porque parece quirurgico -borra por NIT, imprime lo que va a hacer y hasta comprueba los descuadres al final (:95-100)- y por eso se usara: es el unico camino que hoy existe para deshacer una reserva del todo. La probabilidad es BAJA porque hacen falta el flag --si y una base que la guardia acepte, pero el impacto es total y no hay respaldo automatico (00-mapa-actual.md:588-590 lo deja como supuesto abierto).","backend/prisma/borrar-reservas.ts:87 y :91 (delete de reserva y de empresa) · backend/prisma/reiniciar-reservas.ts:34-37 (cuatro deleteMany sin where) · backend/package.json:27 (db:reiniciar-reservas) y :38 (db:borrar-reservas) · backend/prisma/schema.prisma:335 y backend/prisma/migrations/20260729000000_modelo_inicial/migration.sql:356, :371 (las cascadas que se llevan movimientos y respuestas)","Reescribir borrar-reservas.ts para que cancele en vez de borrar, reusando la misma logica de cancelar(): el guion ya calcula los cupos a devolver, solo le falta no llamar a delete. Es exactamente el movimiento que ya se hizo en tableros.service.ts y que su propio comentario (:1136-1149) explica: «Se CANCELA, no se borra». Dejar reiniciar-reservas.ts como esta pero anadirle la barrera de prisma/seed/prueba.ts, que exige un argumento explicito y sale con process.exit(1) si falta (:921-927), y marcarlo en su cabecera como herramienta exclusiva de entorno de pruebas. A mas largo plazo, lo que INV-1 pide de verdad: que el rol de base de datos de la aplicacion no tenga permiso de DELETE sobre reservas ni empresas.",S,CONFIRMADO EN CODIGO,
G-10,G-cupos,`verificar-invariantes.ts` escribe el contador sin la guardia de base y sus aserciones pueden pasar por el motivo equivocado,INV-4,ALTO,,BAJA,"Un `pnpm db:verificar` apuntado por error a la base de una sede escribe sobre una oferta de verdad. Y, mas de fondo: el verificador de invariantes de la casa puede devolver todo OK sin haber comprobado nada, y no falla nunca. Un CUMPLE sin evidencia, que es justo lo que qa-invariantes.md prohibe.","backend/prisma/verificar-invariantes.ts: sin import de guardia-de-base (contrastado con backend/prisma/borrar-reservas.ts:4, reiniciar-reservas.ts:4, prueba-carga.ts:4); :17-19 (oferta real arbitraria), :27-30, :37, :113-115 (escrituras); :6-14 (esperaFallo indiscriminado); :134-137 (imprime y no falla)","Anadir `exigirBaseSegura('Verificar invariantes')` como primera linea, igual que los otros tres. Hacer que `esperaFallo` reciba el nombre del constraint esperado y compruebe que el mensaje de Postgres lo menciona, en vez de aceptar cualquier excepcion. Usar NITs aleatorios por corrida. Y fijar `process.exitCode = fallos === 0 ? 0 : 1` como ya hace prueba-carga.ts:246.",S,CONFIRMADO EN CODIGO,"Severidad inflada por un riesgo que el propio codigo cierra. TODAS las escrituras del guion viven dentro de transacciones que terminan lanzando para revertir: :26-33 (`throw new Error('revertir')` en :31), :36-40 (:38) y el camino feliz :107-129 (:127, con `.catch(() => {})`). Los bloques de `espera"
A-05,A-webhook-leads,"La fusion descarta el documento y el interes del lead nuevo: solo propone correo, celular y nombre",INV-6,MEDIO,ALTO,ALTA,"Es la respuesta directa a «puede perderse dato del lead nuevo al fusionar»: si. El caso mas caro es el documento. Un lead que cruza por CORREO contra una `Persona` a la que le falta la cedula trae precisamente el dato que hace falta para matricular y reportar al SEP, y ese dato no llega a la ficha: se queda en `leads_entrantes.numeroDocumento`, con el lead marcado CONVERTIDO e invisible (A-01 + A-02). El asesor no sabe que existe y vuelve a pedirlo por telefono. `interes` —lo que la persona dijo que queria, en sus palabras— se escribe una vez (`leads.service.ts:137`) y no hay ninguna ruta por la que pueda salir.",backend/src/leads/leads.service.ts:322-336 (los seis campos de `llega`) y backend/src/leads/conversion.service.ts:81 frente a :143-159 (`interes` se lee y no se usa),"Anadir `tipoDocumentoSepId` y `numeroDocumento` a `llega` cuando la ficha no los tenga o difieran, y pintarlos en la pantalla de propuesta como campos de confirmacion obligatoria (nunca de aceptacion en bloque). Para `interes`, o pasarlo a `NotaParticipante` en la conversion, o quitar la columna: hoy es dato que se pide, se guarda y no se puede leer.",M,CONFIRMADO EN CODIGO,"Ese caso NO PUEDE EXISTIR. `Persona.tipoDocumentoSepId Int` y `Persona.numeroDocumento String` son ambos NOT NULL (schema.prisma:801-802), y son la clave unica `tipoDocumentoSepId_numeroDocumento` por la que entran los dos unicos creadores (`crm.service.ts:909-914` valida y normaliza antes; `preinsc"
A-12,A-webhook-leads,"Cero auditoria en todo el modulo de leads, incluido lo que escribe sobre fichas ajenas",INV-3,MEDIO,,ALTA,"Si manana una ficha aparece con un `origenLead` que nadie puso, con toques de pauta que no cuadran con la inversion, o sin la propuesta que un asesor juraba haber visto, no hay forma de reconstruir que paso ni cuando. El unico rastro es el log de aplicacion (`leads.service.ts:157-160`, `:169-172`), que no es una tabla, no sobrevive al reinicio del contenedor y no se puede consultar desde el panel.","backend/src/leads/leads.service.ts:354-382 (cinco escrituras sin auditoria); ausencia confirmada con `grep -rn ""auditoria"" backend/src/leads/` -> 0 resultados","Escribir `RegistroAuditoria` en las cinco escrituras, con un actor sintetico (`WEBHOOK:<origenSistema>`) ya que no hay admin, y con `antes`/`despues` en el borrado de propuesta y en el `origenLead`. Es el mismo `auditoria.service.ts` que ya usa el resto del CRM.",M,CONFIRMADO EN CODIGO,
A-15,A-webhook-leads,`DESCARTADO` y `procesadoEn` no los escribe nadie: no hay forma de descartar un lead basura,INV-2,MEDIO,,ALTA,"Mismo patron que el `AJUSTE_ADMIN` que Fase 0 encontro en `AccionMovimiento`: un camino declarado en el modelo y sin codigo detras. Un lead de spam o de prueba no se puede apagar; se queda PENDIENTE inflando el contador de `meta-pruebas.controller.ts:129`, que es la unica cifra de leads pendientes que el panel ensena. Y como `estado` y `procesadoEn` discrepan, cualquier consulta futura que use `procesadoEn IS NULL` como «sin procesar» contara mal los convertidos por cruce automatico.","backend/prisma/schema.prisma:744 (DESCARTADO declarado) contra `grep -rn DESCARTADO backend/src` -> solo backend/src/crm/tablero-af.ts:109, que es de otro enum; backend/src/leads/leads.service.ts:346 (CONVERTIDO sin procesadoEn)","Al montar el listado de A-01, anadir `POST /admin/leads/:id/descartar` con motivo obligatorio, auditoria y filtro de ambito — es el archivado reversible que pide INV-2, no un borrado. Y escribir `procesadoEn` tambien en `leads.service.ts:342-348`, o quitarlo y derivar el momento de `RegistroAuditoria`.",S,CONFIRMADO EN CODIGO,
B-09,B-estructura-leads,La regla del celular está escrita una vez y aplicada en una de cinco puertas,NINGUNO,MEDIO,,ALTA,"El asesor teclea un celular que el formulario acepta, la ficha lo guarda, y luego la compuerta de matrícula lo rechaza diciendo que falta el celular que está a la vista en pantalla. Y el mismo número, escrito de tres formas, es tres personas para el cruce de leads.","backend/src/comun/celular.ts:21-39; backend/src/crm/dto.ts:157-160; backend/src/preinscripcion/dto.ts:131; backend/src/crm/completitud.ts:62, :94, :116; aplicada sólo en backend/src/crm/carga.ts:123 y backend/src/leads/leads.service.ts:399-406","Un `@Transform` con `normalizarCelular` más un validador `celularValido` en los cuatro DTO que llevan `celular` (crm/dto.ts y preinscripcion/dto.ts). Guardar siempre los diez dígitos: la normalización tiene que ocurrir al escribir, no al leer.",S,CONFIRMADO EN CODIGO,
B-10,B-estructura-leads,El cruce de leads compara un correo en minúsculas contra uno que nadie pasó a minúsculas,INV-7,MEDIO,,ALTA,"El cruce que existe para no duplicar leads falla en silencio: se crea una ficha nueva para quien ya estaba, el asesor no ve la propuesta, y la persona recibe dos veces la misma llamada. La atribución de la pauta también se parte en dos.",backend/src/leads/cruzar-con-el-crm.ts:80-84 y :96-100; backend/src/leads/leads.service.ts:402; escrituras sin normalizar en backend/src/crm/crm.service.ts:1009-1010 y backend/src/preinscripcion/preinscripcion.service.ts:277-278,"Normalizar el correo al escribir (`.trim().toLowerCase()`) en las mismas cuatro puertas del hallazgo B-09, y hasta que la base esté limpia, buscar con `mode: 'insensitive'` en `cruzarConElCrm`. El índice `@@index([correo])` (schema.prisma:855) seguirá sirviendo una vez todo esté en minúsculas.",S,CONFIRMADO EN CODIGO,
B-11,B-estructura-leads,"«Restablecer» dice que restableció y no restablece: no-op silencioso o 500 crudo, según el campo",INV-3,MEDIO,,ALTA,"El único mecanismo de deshacer del sistema falla en la mitad de los campos que ofrece: en unos miente diciendo que restauró, y en otros contesta «error del servidor» sin decir qué pasó. Y el caso que miente además quema la fila, así que el valor viejo queda visible pero ya no recuperable.",backend/src/crm/crm.service.ts:1426-1437; :1179-1207; :1560-1565; :1371-1372; backend/src/crm/clase-de-dato.ts:61; backend/src/preinscripcion/preinscripcion.service.ts:1163,"Convertir el texto al tipo del campo antes de llamar a `actualizar` (una tabla campo → conversor, al lado de `CLASE_POR_CAMPO`), y rechazar con 400 los campos que `actualizar` no sabe escribir —`empresaNit` hoy— en vez de darlos por buenos. Marcar `restauradoEn` sólo después de comprobar que la escritura ocurrió.",M,CONFIRMADO EN CODIGO,"Cuatro de los seis campos NO llegan a Prisma. `actualizar` llama a `motivoDeIdInvalido(dto, ...)` en crm.service.ts:1141-1145 ANTES de construir `dePersona`, y `esValorValido` compara con `===` estricto (catalogos-sep.ts:190-193): con `generoSepId: ""5""` la comparación contra los enteros del catálogo"
B-12,B-estructura-leads,Aceptar lo que mandó el interesado pisa la ficha sin dejar el valor anterior,INV-3,MEDIO,,ALTA,"Aceptar una propuesta de un lead sustituye nombre, correo, celular o fecha de nacimiento y no queda a qué volver. Es justamente el escenario que `clase-de-dato.ts:34-40` describe como el fraude para el que existe el histórico: «corregir Perez → Pérez y sustituirle la identidad a un lead se ven idénticos en una lista de nombres de campo».","backend/src/crm/crm.service.ts:2513-2521 (sin `valoresQueSeVan`, comparar con :1244-1259); backend/src/crm/crm.service.ts:1343-1358","Meter las escrituras de `resolverPropuesta` por el mismo camino que `actualizar`: calcular `valoresQueSeVan` contra lo que hay antes del update, crear las filas de `ValorAnterior` y el `MovimientoParticipante` dentro de la misma transacción.",S,CONFIRMADO EN CODIGO,"Las dos afirmaciones son falsas. (a) Hay otras dos puertas que escriben `Persona` sin pasar por `valoresQueSeVan`. La peor es PÚBLICA: `PATCH /completar/:token` (preinscripcion.controller.ts:56-63, sin guard) ejecuta `persona.update` con primerNombre, primerApellido, correo, celular, fechaNacimiento"
B-14,B-estructura-leads,Crear una ficha y repartirla no dejan registro de auditoría: las dos acciones están declaradas y ninguna se escribe,INV-3,MEDIO,,ALTA,La tabla que existe para responder «quién tocó qué» no sabe quién metió a esta persona en el sistema. Con `borrarParticipacion` de por medio —que se lleva los movimientos por cascada (schema.prisma:989)— la creación desaparece del todo.,backend/src/comun/auditoria.service.ts:14 y :18 (declaradas); backend/src/crm/crm.service.ts:1053-1062 y :1696-1712 (sin auditoría); grep de las dos acciones sobre backend/src → vacío,"Escribir `PARTICIPANTE_CREADO` al final de `crear` (con `convenioId` y sin PII, sólo el id) y `ASESOR_ASIGNADO` en `asignarAsesorEnLote` y en la rama de `actualizar` que cambia asesor, con el asesor anterior y el nuevo en `camposTocados`.",S,CONFIRMADO EN CODIGO,"Las líneas son :13 y :16, y no son dos: son cinco. Crucé el catálogo completo (`ACCIONES`, auditoria.service.ts:10-40) contra todas las escrituras de `accion:` del backend, y nunca se escriben `PARTICIPANTE_CREADO` (:13), `ASESOR_ASIGNADO` (:16), `NIT_ALTA_MANUAL` (:17, el de B-13), `RUI_RECONSULTAD"
